,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10067,993,The Hardy Boys: Treasure on the Tracks,DS,2009,Adventure,Sega,0.11,0.0,0.0,0.01,0.12
10378,993,Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.12
10056,993,Desktop Tower Defense,DS,2009,Strategy,THQ,0.11,0.0,0.0,0.01,0.12
9866,993,Backyard Sports Football: Rookie Rush,X360,2010,Sports,Atari,0.11,0.0,0.0,0.01,0.12
9862,993,The Bible Game,GBA,2005,Misc,Crave Entertainment,0.09,0.03,0.0,0.0,0.12
9864,993,Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9671,993,Resident Evil,PS3,2006,Action,Capcom,0.0,0.0,0.12,0.0,0.12
9669,993,High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0.0,0.0,0.12,0.0,0.12
9769,993,Saru! Get You! Million Monkeys,PS2,2006,Platform,Sony Computer Entertainment,0.0,0.0,0.12,0.0,0.12
9768,993,Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9670,993,NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9766,993,Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12
9765,993,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0.0,0.0,0.12,0.0,0.12
9763,993,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9666,993,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0.0,0.0,0.12,0.0,0.12
9762,993,Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9672,993,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0.0,0.0,0.12,0.0,0.12
9760,993,Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9675,993,Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12
9758,993,Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
9678,993,Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.11,0.0,0.0,0.01,0.12
9668,993,Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0.0,0.0,0.01,0.12
9773,993,Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.11,0.0,0.0,0.01,0.12
9863,993,NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9783,993,Backyard Baseball '10,DS,2009,Sports,Atari,0.11,0.0,0.0,0.01,0.12
9657,993,Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0.0,0.01,0.12
9658,993,Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0.0,0.0,0.12
9788,993,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9659,993,Sonic Jam,SAT,1997,Platform,Sega,0.0,0.0,0.12,0.0,0.12
9660,993,Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9785,993,Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9782,993,Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0.0,0.01,0.12
9774,993,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0.0,0.0,0.12,0.0,0.12
9780,993,Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0.0,0.03,0.09,0.0,0.12
9779,993,Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9665,993,Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0.0,0.0,0.12
9777,993,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0.0,0.01,0.12
9776,993,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01,0.12
9775,993,Mountain Sports,Wii,2009,Sports,Activision,0.11,0.0,0.0,0.01,0.12
9756,993,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0.0,0.0,0.12,0.0,0.12
9755,993,Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0.0,0.0,0.12
9683,993,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9704,993,One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9696,993,Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9732,993,M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
9697,993,Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.11,0.0,0.0,0.01,0.12
9701,993,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12
9728,993,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0.0,0.0,0.12
9727,993,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0.0,0.05,0.06,0.01,0.12
9705,993,NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9752,993,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
9724,993,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0.0,0.03,0.12
9707,993,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9722,993,Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0.0,0.0,0.01,0.12
12442,993,KimiKiss,PS2,2006,Adventure,Enterbrain,0.0,0.0,0.12,0.0,0.12
9720,993,All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9719,993,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12
9734,993,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9694,993,Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0.0,0.01,0.12
9736,993,Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
9737,993,Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9693,993,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0.0,0.0,0.12,0.0,0.12
9739,993,Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.12
9690,993,Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9688,993,Ochaken no Heya DS,DS,2006,Simulation,MTO,0.0,0.0,0.12,0.0,0.12
9743,993,Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0.0,0.0,0.01,0.12
9744,993,Break 'Em All,DS,2005,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12
9686,993,"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami,0.0,0.0,0.12,0.0,0.12
9684,993,Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0.0,0.0,0.01,0.12
9747,993,Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0.0,0.01,0.12
9748,993,Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9749,993,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,2012,Strategy,Bandai Namco Entertainment,0.0,0.0,0.12,0.0,0.12
9750,993,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9751,993,San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0.0,0.0,0.12,0.0,0.12
9791,993,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9792,993,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0.0,0.0,0.01,0.12
9793,993,Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12
9845,993,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9794,993,Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0.0,0.0,0.12
9831,993,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.09,0.03,0.0,0.0,0.12
9832,993,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9634,993,Crash Tag Team Racing,XB,2005,Racing,Activision Blizzard,0.09,0.03,0.0,0.0,0.12
9834,993,MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0.0,0.0,0.01,0.12
9631,993,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0.0,0.0,0.12
9836,993,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9628,993,Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.12
9838,993,Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0.0,0.0,0.01,0.12
9839,993,Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0.0,0.0,0.12,0.0,0.12
9625,993,Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01,0.12
9842,993,Sonic Adventure 2,DC,2001,Platform,Sega,0.0,0.0,0.12,0.0,0.12
9623,993,Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0.0,0.01,0.12
9844,993,Slayers,SNES,1994,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12
9621,993,Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12
9828,993,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0.0,0.01,0.12
9620,993,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.11,0.0,0.0,0.01,0.12
9848,993,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Activision Blizzard,0.09,0.03,0.0,0.0,0.12
9849,993,Famicom Mini: TwinBee,GBA,2004,Shooter,Konami,0.0,0.0,0.12,0.0,0.12
9850,993,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.11,0.0,0.0,0.01,0.12
9609,993,Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.09,0.03,0.0,0.0,0.12
9853,993,PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0.0,0.0,0.01,0.12
9854,993,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
9855,993,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0.0,0.0,0.12
9856,993,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami,0.0,0.0,0.12,0.0,0.12
9857,993,Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
9858,993,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12
9604,993,Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0.0,0.01,0.12
9860,993,DreamWorks Super Star Kartz,3DS,2011,Racing,Activision,0.08,0.03,0.0,0.01,0.12
9861,993,Minute to Win It,DS,2010,Misc,Zoo Games,0.11,0.0,0.0,0.01,0.12
9829,993,Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0.0,0.0,0.01,0.12
9830,993,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0.0,0.0,0.01,0.12
9827,993,Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.03,0.0,0.01,0.12
9802,993,Lost in Shadow,Wii,2010,Platform,Konami,0.1,0.0,0.01,0.01,0.12
9808,993,Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
9807,993,Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12
9806,993,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0.0,0.0,0.11,0.01,0.12
9805,993,McDROID,Wii,2011,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
10922,993,Yu-Gi-Oh! GX: The Beginning of Destiny,PS2,2007,Strategy,Konami,0.05,0.04,0.02,0.01,0.12
9803,993,Cory in the House,DS,2007,Action,Disney Interactive Studios,0.11,0.0,0.0,0.01,0.12
9801,993,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
9638,993,Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.05,0.01,0.02,0.12
9800,993,Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12
9799,993,Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami,0.11,0.0,0.0,0.01,0.12
9655,993,Geometry Wars: Galaxies,Wii,2007,Shooter,Activision Blizzard,0.11,0.0,0.0,0.01,0.12
9797,993,The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.01,0.0,0.11,0.0,0.12
9796,993,Ecco the Dolphin,GEN,1992,Adventure,Sega,0.0,0.0,0.12,0.0,0.12
9795,993,Rush,PSP,2006,Racing,Midway Games,0.11,0.0,0.0,0.01,0.12
9809,993,Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12
9810,993,Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,0.11,0.0,0.0,0.01,0.12
9820,993,Godzilla: Destroy All Monsters Melee,XB,2002,Fighting,Infogrames,0.09,0.03,0.0,0.0,0.12
9647,993,Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0.0,0.0,0.12
9825,993,Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0.0,0.01,0.12
9643,993,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.12
9823,993,Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0.0,0.0,0.01,0.12
9645,993,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0.0,0.01,0.12
9821,993,The Daring Game for Girls,DS,2009,Adventure,Majesco Entertainment,0.11,0.0,0.0,0.01,0.12
9811,993,Gundam Breaker 3,PSV,2016,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
10006,993,Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0.0,0.01,0.12
9649,993,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.12
9651,993,Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.12
9816,993,NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0.0,0.0,0.12
10743,993,Touch Detective,DS,2006,Adventure,505 Games,0.06,0.03,0.02,0.01,0.12
9812,993,My Farm Around the World,DS,2008,Simulation,Atari,0.11,0.0,0.0,0.01,0.12
10406,994,Child of Light,PSV,2014,Role-Playing,Ubisoft,0.0,0.07,0.02,0.02,0.11000000000000001
10196,994,Odama,GC,2006,Misc,Nintendo,0.07,0.02,0.02,0.0,0.11000000000000001
10266,994,Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0.0,0.02,0.11000000000000001
10433,994,Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit,0.02,0.07,0.0,0.02,0.11000000000000001
10175,994,The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.07,0.0,0.02,0.11000000000000001
10211,994,Split/Second,PSP,2010,Racing,Disney Interactive Studios,0.07,0.02,0.0,0.02,0.11000000000000001
10592,994,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.11000000000000001
9987,994,Puzzler World 2,DS,2010,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.11000000000000001
9942,994,The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.0,0.02,0.11000000000000001
10305,995,Hellboy: The Science of Evil,X360,2008,Action,Konami,0.1,0.0,0.0,0.01,0.11
10619,995,Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10303,995,Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
10300,995,Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.11
10625,995,nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.11
10209,995,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11
10298,995,National Geographic Challenge!,Wii,2011,Misc,Black Bean Games,0.08,0.02,0.0,0.01,0.11
10297,995,PriPara Mezase! Idol Grand Prix No.1!,3DS,2015,Misc,Takara Tomy,0.0,0.0,0.11,0.0,0.11
10293,995,Lady Sia,GBA,2001,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11
10291,995,Backyard NFL Football '10,X360,2009,Sports,Atari,0.1,0.0,0.0,0.01,0.11
10290,995,Akiba's Trip: Undead & Undressed,PS3,2013,Action,Nippon Ichi Software,0.05,0.01,0.04,0.01,0.11
10289,995,ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
10633,995,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11
10286,995,Deca Sports DS,DS,2009,Sports,Hudson Soft,0.08,0.02,0.0,0.01,0.11
10283,995,Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.09,0.0,0.02,0.11
10281,995,Winter Heat,SAT,1996,Sports,Sega,0.0,0.0,0.11,0.0,0.11
10275,995,Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,0.1,0.0,0.0,0.01,0.11
10274,995,My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10273,995,Animal Planet: Vet Life,DS,2009,Simulation,Activision,0.1,0.0,0.0,0.01,0.11
10272,995,GiFTPiA,GC,2003,Role-Playing,Nintendo,0.0,0.0,0.11,0.0,0.11
10642,995,Gekido,PS,1999,Fighting,Infogrames,0.06,0.04,0.0,0.01,0.11
10271,995,Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,0.06,0.04,0.0,0.01,0.11
10304,995,Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,0.1,0.0,0.0,0.01,0.11
10306,995,Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.04,0.0,0.01,0.11
10268,995,Shining Ark,PSP,2013,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
10320,995,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,0.0,0.0,0.11,0.0,0.11
10327,995,Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,0.1,0.0,0.0,0.01,0.11
10593,995,You Don't Know Jack: Mock 2,PS,2000,Misc,Activision Blizzard,0.06,0.04,0.0,0.01,0.11
10595,995,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0.0,0.01,0.11
10326,995,Angry Birds Star Wars,WiiU,2013,Strategy,Activision,0.06,0.04,0.0,0.01,0.11
10325,995,Railroad Tycoon II,PS,1999,Strategy,PopTop Software,0.06,0.04,0.0,0.01,0.11
10324,995,Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11
10323,995,Cabela's Adventure Camp,PS3,2011,Misc,Activision,0.06,0.03,0.0,0.02,0.11
10612,995,Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.11
10321,995,Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0.0,0.01,0.11
10318,995,Picross 3D 2,3DS,2015,Puzzle,Nintendo,0.0,0.0,0.11,0.0,0.11
10307,995,X-Men: Destiny,Wii,2011,Action,Activision,0.08,0.02,0.0,0.01,0.11
10317,995,Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11
10316,995,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10315,995,Arcade Party Pak,PS,1999,Misc,Midway Games,0.06,0.04,0.0,0.01,0.11
10314,995,Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,0.06,0.04,0.0,0.01,0.11
10313,995,Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,0.1,0.0,0.0,0.01,0.11
10312,995,FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,0.06,0.04,0.0,0.01,0.11
10311,995,Langrisser IV,SAT,1997,Strategy,NCS,0.0,0.0,0.11,0.0,0.11
10310,995,Rugby 15,PS4,2015,Sports,Bigben Interactive,0.03,0.06,0.0,0.02,0.11
10309,995,Final Fantasy I & II,NES,1994,Role-Playing,SquareSoft,0.0,0.0,0.11,0.0,0.11
10270,995,Backyard Baseball '10,Wii,2009,Sports,Atari,0.1,0.0,0.0,0.01,0.11
10437,995,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.11
10328,995,The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,0.1,0.0,0.0,0.01,0.11
10235,995,Frontier Gate,PSP,2011,Role-Playing,Konami,0.0,0.0,0.11,0.0,0.11
10234,995,Higurashi no Naku Koro ni Matsuri,PS2,2007,Adventure,Alchemist,0.0,0.0,0.11,0.0,0.11
10232,995,Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0.0,0.0,0.11,0.0,0.11
10231,995,Tales of Berseria,PS3,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
10229,995,Street Fighter Collection,SAT,1996,Fighting,Capcom,0.0,0.0,0.11,0.0,0.11
10228,995,Night at the Museum: Battle of the Smithsonian,X360,2009,Action,Majesco Entertainment,0.07,0.03,0.0,0.01,0.11
10675,995,Micro Machines V3,PS,1997,Racing,Codemasters,0.06,0.04,0.0,0.01,0.11
10226,995,Pac-Man and the Ghostly Adventures 2,PS3,2014,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.02,0.11
10225,995,Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,0.1,0.0,0.0,0.01,0.11
10224,995,Thief (2014),PC,2014,Action,Square Enix,0.0,0.09,0.0,0.02,0.11
10223,995,Fighting Force 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0.0,0.0,0.11
10222,995,Vigilante 8: 2nd Offense,N64,2000,Racing,Activision,0.09,0.02,0.0,0.0,0.11
10221,995,Chopper Attack,N64,1997,Action,GT Interactive,0.09,0.02,0.0,0.0,0.11
10691,995,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,0.01,0.08,0.0,0.02,0.11
10220,995,Top Gear Rally 2,N64,1999,Racing,Kemco,0.09,0.02,0.0,0.0,0.11
10219,995,Chameleon Twist,N64,1997,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11
10218,995,Nuclear Strike 64,N64,1999,Simulation,THQ,0.09,0.02,0.0,0.0,0.11
10217,995,Tonic Trouble,N64,1999,Platform,Ubisoft,0.09,0.02,0.0,0.0,0.11
10216,995,Snowboard Kids 2,N64,1999,Sports,Atlus,0.09,0.02,0.0,0.0,0.11
10215,995,Batman & Robin,PS,1998,Action,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10214,995,Lunacy,SAT,1996,Adventure,Sega,0.0,0.0,0.11,0.0,0.11
10212,995,The Croods: Prehistoric Party!,Wii,2013,Misc,D3Publisher,0.03,0.07,0.0,0.01,0.11
10659,995,Ghost in the Shell,PS,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0.0,0.01,0.11
10658,995,Digimon All-Star Rumble,PS3,2014,Fighting,Namco Bandai Games,0.06,0.03,0.0,0.02,0.11
10643,995,Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10238,995,Gabrielle's Ghostly Groove 3D,3DS,2011,Adventure,Funbox Media,0.08,0.02,0.0,0.01,0.11
10265,995,Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
10264,995,One Piece: Burning Blood,PSV,2016,Fighting,Namco Bandai Games,0.0,0.03,0.07,0.01,0.11
10263,995,Death Jr.: Root of Evil,Wii,2008,Platform,Eidos Interactive,0.1,0.0,0.0,0.01,0.11
10262,995,SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.11
10261,995,Nicktoons: Unite!,DS,2006,Adventure,THQ,0.1,0.0,0.0,0.01,0.11
10260,995,Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11
10259,995,Classic Road,SNES,1993,Sports,Victor Interactive,0.0,0.0,0.11,0.0,0.11
10257,995,Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0.0,0.01,0.11
10256,995,Tyco RC: Assault with a Battery,PS,1999,Racing,Syscom,0.06,0.04,0.0,0.01,0.11
10252,995,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11
10251,995,Michael Jackson: The Experience,PSV,2011,Misc,Ubisoft,0.05,0.04,0.0,0.02,0.11
10649,995,Army Men World War: Team Assault,PS,2001,Action,3DO,0.06,0.04,0.0,0.01,0.11
10249,995,Tornado Outbreak,Wii,2009,Action,Konami,0.1,0.0,0.0,0.01,0.11
10248,995,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2004,Adventure,Nintendo,0.0,0.0,0.11,0.0,0.11
